cve_id,cpu_quarter,cpu_url,product_family,component,cvss_version,base_score,attack_vector,attack_complexity,privileges_required,user_interaction,scope,confidentiality,integrity,availability,access_vector,access_complexity,authentication,package_privilege,protocol,remote_exploit,affected_versions,notes
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle GoldenGate,General (Apache Commons Lang),3.1,4.3,Network,Low,Low,None,Un- changed,None,None,Low,,,,,HTTP,No,19.1.0.0.0-19.1.0.0.11,
CVE-2024-46901,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Core (Apache Subversion),3.1,4.3,Network,Low,Low,None,Un- changed,None,None,Low,,,,,HTTP,No,6.1.0-6.1.1,
CVE-2024-47554,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Console (Apache Commons IO),3.1,4.3,Network,Low,None,Required,Un- changed,None,None,Low,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.1.0.0",
CVE-2024-47554,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle HealthCare Applications,Install (Apache Commons IO),3.1,4.3,Network,Low,None,Required,Un- changed,None,None,Low,,,,,HTTP,Yes,4.0.0,
CVE-2025-61795,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Core (Apache Tomcat),3.1,4.2,Network,High,High,Required,Un- changed,None,None,High,,,,,HTTP,No,6.1.0-6.1.1,
CVE-2026-21922,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Hyperion,EPM Agent,3.1,4.2,Local,Low,High,Required,Un- changed,None,High,None,,,,,None,No,25.04-25.09,See Note 1
CVE-2026-21979,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Hyperion,EPM Agent,3.1,4.2,Local,Low,High,Required,Un- changed,High,None,None,,,,,None,No,25.04-25.09,See Note 1
CVE-2025-26791,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Construction and Engineering,Team Member (DOMPurify),3.1,3.9,Local,High,Low,Required,Changed,Low,Low,None,,,,,None,No,"21.12.0.0-21.12.21.5, 22.12.0.0-22.12.20.0, 23.12.0.0-23.12.17.0, 24.12.0.0-24.12.11.0",
CVE-2025-48734,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Construction and Engineering,Web Access (Apache Commons BeanUtils),3.1,3.7,Network,High,None,None,Un- changed,Low,None,None,,,,,HTTP/2,Yes,"21.12.0.0-21.12.21.5, 22.12.0.0-22.12.20.0, 23.12.0.0-23.12.17.0, 24.12.0.0-24.12.6.0",
CVE-2025-6052,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Java SE,JavaFX (glibc),3.1,3.7,Network,High,None,None,Un- changed,None,None,Low,,,,,Multiple,Yes,Oracle Java SE: 8u471-b50,See Note 1
CVE-2025-61755,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Database Server,GraalVM Multilingual Engine,3.1,3.1,Network,High,Low,None,Un- changed,Low,None,None,,,,Create Session,Multiple,No,"21.3-21.20, 23.4.0-23.26.0",
CVE-2026-21977,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Zero Data Loss Recovery Appliance,Security,3.1,3.1,Network,High,None,Required,Un- changed,Low,None,None,,,,,Oracle Net,Yes,23.1.0-23.1.202509,
CVE-2025-55163,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Security (Netty),3.1,3.1,Network,High,Low,None,Un- changed,None,None,Low,,,,,HTTP/2,No,"24.2.0-24.2.1, 24.3.0, 25.1.100, 25.1.200, 25.2.100",
CVE-2026-21947,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Java SE,JavaFX,3.1,3.1,Network,High,None,Required,Un- changed,None,Low,None,,,,,Multiple,Yes,Oracle Java SE: 8u471-b50,See Note 1
CVE-2025-47219,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Java SE,JavaFX (gstreamer),3.1,3.1,Network,High,None,Required,Un- changed,Low,None,None,,,,,Multiple,Yes,Oracle Java SE: 8u471-b50,See Note 2
CVE-2025-54874,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Database Server,Oracle Spatial and Graph (OpenJPEG),3.1,2.8,Local,Low,Low,Required,Un- changed,None,None,Low,,,,None,None,No,23.4.0-23.26.0,
CVE-2026-21965,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Server: Pluggable Auth,3.1,2.7,Network,Low,High,None,Un- changed,None,None,Low,,,,,MySQL Protocol,No,9.0.0-9.5.0,
CVE-2025-64718,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Core (node-forge),3.1,2.4,Network,Low,High,Required,Un- changed,None,Low,None,,,,,HTTP,No,6.1.0-6.1.1,
CVE-2025-8916,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Core (Bouncy Castle Java Library),3.1,2.4,Network,Low,High,Required,Un- changed,None,None,Low,,,,,HTTPS,No,6.1.0-6.1.1,
CVE-2026-21930,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Systems,Filesystems,3.1,2.3,Local,Low,High,None,Un- changed,None,Low,None,,,,,None,No,8.8,
CVE-2024-52577,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle GoldenGate,General (Apache Ignite),3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,19.1.0.0.0-19.1.0.0.11,
CVE-2025-6965,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Installation (SQLite),3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,2.0.0.0.0-2.0.0.1.0,
CVE-2025-6965,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Data Access Pack (SQLite),3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,"12.0.1.0.0-12.0.6.0.0, 15.0.0.0.0-15.0.1.0.0, 15.1.0.0.0",
CVE-2025-6965,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Security (SQLite),3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,8.1.0.28,
CVE-2025-6965,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Data Access Pack (SQLite),3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,"12.0.1.0.0-12.0.6.0.0, 15.0.0.0.0-15.0.1.0.0, 15.1.0.0.0",
CVE-2025-6965,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Core (SQLite),3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,6.1.0-6.1.1,
CVE-2025-6965,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Configuration (SQLite),3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,25.1.200,
CVE-2025-6965,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,"Alarms, KPI, and Measurements (SQLite)",3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,24.2.7-25.1.200,
CVE-2025-6965,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Automated Test Suite Framework (SQLite),3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,25.1.200,
CVE-2025-6965,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Core (SQLite),3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,"24.2.0-24.2.1, 24.3.0, 25.1.100, 25.1.200",
CVE-2025-53072,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle E-Business Suite,Marketing Administration,3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,12.2.3-12.2.14,
CVE-2025-62481,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle E-Business Suite,Marketing Administration,3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,12.2.3-12.2.14,
CVE-2025-53037,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Financial Services Applications,Platform,3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,"8.0.7.9, 8.0.8.7, 8.1.2.5",
CVE-2025-6965,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Financial Services Applications,Reports (SQLite),3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,8.1.2.8,
CVE-2025-61757,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Fusion Middleware,REST WebServices,3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.1.0",
CVE-2023-45853,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Fusion Middleware,Outside In Search Export SDK (zlib),3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,"8.5.7, 8.5.8",
CVE-2024-52046,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle JD Edwards,Business Logic Infra SEC (Apache Mina),3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,SFTP,Yes,9.2.0.0-9.2.9.4,
CVE-2025-6965,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle MySQL,MySQL Workbench (SQLite),3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,MySQL Workbench,Yes,8.0.0-8.0.43,
CVE-2025-31651,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Siebel CRM,Application Interface (Apache Tomcat),3.1,9.8,Network,Low,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,Prior to 25.8,
CVE-2025-4517,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Install (Python),3.1,9.4,Network,Low,None,None,Un- changed,High,High,Low,,,,,HTTP,Yes,24.2.7-25.1.200,
CVE-2025-4517,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Configuration (Python),3.1,9.4,Network,Low,None,None,Un- changed,High,High,Low,,,,,HTTP,Yes,25.1.200,
CVE-2025-4517,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Install (Python),3.1,9.4,Network,Low,None,None,Un- changed,High,High,Low,,,,,HTTP,Yes,25.1.200,
CVE-2025-4517,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,"Alarms, KPI, and Measurements (Python)",3.1,9.4,Network,Low,None,None,Un- changed,High,High,Low,,,,,Multiple,Yes,24.2.7-25.1.200,
CVE-2025-4517,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,ATS Framework (Python),3.1,9.4,Network,Low,None,None,Un- changed,High,High,Low,,,,,HTTP,Yes,9.1.0.0.0,
CVE-2025-4517,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,ATS Framework (Python),3.1,9.4,Network,Low,None,None,Un- changed,High,High,Low,,,,,HTTP,Yes,"24.2.0, 24.2.1, 24.3.0, 25.1.100, 25.1.200",
CVE-2025-4517,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle MySQL,MySQL Workbench (Python),3.1,9.4,Network,Low,None,None,Un- changed,High,High,Low,,,,,MySQL Workbench,Yes,8.0.0-8.0.43,
CVE-2025-4517,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle PeopleSoft,Porting (Python),3.1,9.4,Network,Low,None,None,Un- changed,High,High,Low,,,,,HTTP,Yes,"8.60, 8.61, 8.62",
CVE-2024-37371,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Security (Kerberos),3.1,9.1,Network,Low,None,None,Un- changed,High,None,High,,,,,HTTP,Yes,2.0.0.0.0-2.0.0.1.0,
CVE-2025-49796,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Security (libxml2),3.1,9.1,Network,Low,None,None,Un- changed,None,High,High,,,,,HTTP,Yes,2.0.0.0.0-2.0.0.1.0,
CVE-2025-49796,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Security (libxml2),3.1,9.1,Network,Low,None,None,Un- changed,None,High,High,,,,,HTTP,Yes,7.7.0-7.8.0,
CVE-2025-49796,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Install (libxml2),3.1,9.1,Network,Low,None,None,Un- changed,None,High,High,,,,,HTTP,Yes,24.2.7-25.1.200,
CVE-2025-49796,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Install (libxml2),3.1,9.1,Network,Low,None,None,Un- changed,None,High,High,,,,,HTTP,Yes,"24.2.5, 25.1.200",
CVE-2025-49796,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Configuration (libxml2),3.1,9.1,Network,Low,None,None,Un- changed,None,High,High,,,,,HTTP,Yes,25.1.200,
CVE-2025-49796,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Signaling (libxml2),3.1,9.1,Network,Low,None,None,Un- changed,None,High,High,,,,,HTTP,Yes,"24.2.5, 25.1.202",
CVE-2025-49796,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Install (libxml2),3.1,9.1,Network,Low,None,None,Un- changed,None,High,High,,,,,HTTP,Yes,25.1.100-25.1.200,
CVE-2025-49796,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,"Alarms, KPI, and Measurements (libxml2)",3.1,9.1,Network,Low,None,None,Un- changed,None,High,High,,,,,HTTP,Yes,24.2.7-25.1.200,
CVE-2025-49796,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Install (libxml2),3.1,9.1,Network,Low,None,None,Un- changed,None,High,High,,,,,HTTP,Yes,25.1.201,
CVE-2025-49796,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Signaling (libxml2),3.1,9.1,Network,Low,None,None,Un- changed,None,High,High,,,,,HTTP,Yes,25.1.200,
CVE-2025-49796,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle MySQL,Cluster: General (libxml2),3.1,9.1,Network,Low,None,None,Un- changed,None,High,High,,,,,Multiple,Yes,"8.0.0-8.0.43, 8.4.0-8.4.6, 9.0.0-9.4.0",
CVE-2025-49796,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle MySQL,MySQL Workbench (libxml2),3.1,9.1,Network,Low,None,None,Un- changed,None,High,High,,,,,MySQL Workbench,Yes,8.0.0-8.0.43,
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Install (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,24.2.7-25.1.200,
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Configuration (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,25.1.200,
CVE-2025-57803,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Developer Infrastructure (ImageMagick),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,"5.1, 5.2, 6.0",
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Fusion Middleware,"ADF, ADF Faces (Apache Commons BeanUtils)",3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,12.2.1.4.0,
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Hospitality Applications,Next-Gen SPMS (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,23.2.5,
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Hyperion,Security (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,11.2.22.0.000,
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Hyperion,Installation and Configuration (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,11.2.22.0.000,
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Hyperion,Security (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,11.2.22.0.000,
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Insurance Applications,EWPS (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,"12.7.2.4, 13.0.0.3, 13.0.1.1",
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Insurance Applications,Third Party (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,11.3.1-12.0.5,
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle JD Edwards,Portal Security (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,9.2.0.0-9.2.9.4,
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle PeopleSoft,Portal (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,"8.60, 8.61, 8.62",
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Retail Applications,Security (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,"15.0.3.1, 16.0.3",
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Retail Applications,Security (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,"15.0.3.1, 16.0.3",
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Retail Applications,Fusion Client (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,"15.0.3, 16.0.3",
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Systems,Core (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,4,
CVE-2025-48734,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Utilities Applications,Security (Apache Commons BeanUtils),3.1,8.8,Network,Low,Low,None,Un- changed,High,High,High,,,,,HTTP,No,"4.3.0.5.0, 4.3.0.6.0, 4.4.0.0.0, 4.4.0.2.0, 4.4.0.3.0, 4.4.0.4.0, 4.5.0.0.0, 4.5.0.1.1, 4.5.0.1.3, 4.5.0.2.0, 24.2.0.0.0, 24.3.0.0.0, 25.4, 25.10",
CVE-2025-53547,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Configuration (Helm),3.1,8.6,Local,Low,None,Required,Changed,High,High,High,,,,,None,No,"25.1.100, 25.1.200",
CVE-2025-53036,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Financial Services Applications,Platform,3.1,8.6,Network,Low,None,None,Changed,High,None,None,,,,,HTTP,Yes,"8.0.7.9, 8.0.8.7, 8.1.2.5",
CVE-2025-53049,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Analytics,Analytics Web Administration,3.1,8.4,Network,Low,High,Required,Changed,High,High,High,,,,,HTTP,No,"7.6.0.0.0, 8.2.0.0.0",
CVE-2025-32990,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Security (GnuTLS),3.1,8.2,Network,Low,None,None,Un- changed,None,Low,High,,,,,HTTPS,Yes,7.7.0-7.8.0,
CVE-2020-11988,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Financial Services Applications,Platform (Apache XmlGraphics Commons),3.1,8.2,Network,Low,None,None,Un- changed,High,Low,None,,,,,HTTP,Yes,"8.0.7.9, 8.0.8.7, 8.1.2.5",
CVE-2025-62587,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Virtualization,Core,3.1,8.2,Local,Low,High,None,Changed,High,High,High,,,,,None,No,"7.1.12, 7.2.2",
CVE-2025-62588,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Virtualization,Core,3.1,8.2,Local,Low,High,None,Changed,High,High,High,,,,,None,No,"7.1.12, 7.2.2",
CVE-2025-62589,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Virtualization,Core,3.1,8.2,Local,Low,High,None,Changed,High,High,High,,,,,None,No,"7.1.12, 7.2.2",
CVE-2025-62641,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Virtualization,Core,3.1,8.2,Local,Low,High,None,Changed,High,High,High,,,,,None,No,"7.1.12, 7.2.2",
CVE-2025-62590,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Virtualization,Core,3.1,8.2,Local,Low,High,None,Changed,High,High,High,,,,,None,No,"7.1.12, 7.2.2",
CVE-2025-61763,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Essbase,Essbase Web Platform,3.1,8.1,Network,Low,Low,None,Un- changed,High,High,None,,,,,HTTP,No,21.7.3.0.0,
CVE-2025-27363,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Construction and Engineering,Outside In Technology Installer in P6 (FreeType),3.1,8.1,Network,High,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,"20.12.0.0-20.12.21.0, 21.12.0.0-21.12.21.2, 22.12.0.0-22.12.20.0, 23.12.0.0-23.12.14.0, 24.12.0.0-24.12.4.0",
CVE-2025-27363,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Construction and Engineering,Document Management (FreeType),3.1,8.1,Network,High,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,"20.12.0-20.12.16, 21.12.0-21.12.17, 22.12.0-22.12.15, 23.12.0-23.12.15, 24.12.0-24.12.9",
CVE-2025-53043,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle E-Business Suite,Item Catalog,3.1,8.1,Network,Low,Low,None,Un- changed,High,High,None,,,,,HTTP,No,12.2.3-12.2.14,
CVE-2025-61751,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Financial Services Applications,Platform,3.1,8.1,Network,Low,Low,None,Un- changed,High,High,None,,,,,HTTP,No,"8.0.7.9, 8.0.8.7, 8.1.2.5",
CVE-2024-23807,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Hyperion,Security (Apache Xerces-C++),3.1,8.1,Network,High,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,11.2.22.0.000,See Note 1
CVE-2025-27363,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Insurance Applications,Documaker Core (FreeType),3.1,8.1,Network,High,None,None,Un- changed,High,High,High,,,,,HTTP,Yes,"13.0.0.3, 13.0.1.1",
CVE-2025-4802,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Install (FreeType),3.1,7.8,Local,Low,None,Required,Un- changed,High,High,High,,,,,None,No,24.2.7-25.1.200,
CVE-2025-7425,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Configuration (libxml2),3.1,7.8,Local,High,None,None,Changed,None,High,High,,,,,None,No,25.1.200,
CVE-2025-4802,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Policy (glibc),3.1,7.8,Local,Low,None,Required,Un- changed,High,High,High,,,,,None,No,24.2.7-25.1.200,
CVE-2025-25724,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications,Core (libarchive),3.1,7.8,Local,Low,Low,None,Un- changed,High,High,High,,,,,None,No,"24.2.0-24.2.1, 24.3.0, 25.1.100, 25.1.200",
CVE-2025-48976,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Commerce,Dynamo Application Framework (Apache Commons FileUpload),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,11.4.0,
CVE-2025-27817,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Platform (Apache Kafka),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,12.0.0.4.0-15.0.1.0.0,
CVE-2025-55163,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Security (Netty),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP/2,Yes,12.0.0.4.0-15.0.1.0.0,
CVE-2025-48976,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Core (Apache Commons FileUpload),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,8.0.0.8.0,
CVE-2025-48976,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Core (Apache Commons FileUpload),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,8.0.0.9.0,
CVE-2024-7254,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Installation (Google Protobuf-Java),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"2.0.0.0.0, 2.0.0.1.0",
CVE-2024-57699,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Installation (json-smart),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"2.0.0.0.0, 2.0.0.1.0",
CVE-2025-55163,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Installation (Netty),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP/2,Yes,"2.0.0.0.0, 2.0.0.1.0",
CVE-2025-48976,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Core (Apache Commons FileUpload),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,3.0.3.4.0,
CVE-2025-27817,2025-Q4,https://www.oracle.com/security-alerts/cpuoct2025.html,Oracle Communications Applications,Notification Gateway (Apache Kafka),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,"12.0.3.0.0-12.0.6.0.0, 15.0.0.0.0-15.0.1.0.0, 15.1.0.0.0",
